year,make,model,trim
2018,Acura,ILX,ILX
2018,Acura,MDX,MDX AWD
2018,Acura,MDX,MDX FWD
2018,Acura,MDX,MDX Hybrid AWD
2018,Acura,NSX,NSX Hybrid
2018,Acura,RDX,RDX AWD
2018,Acura,RDX,RDX FWD
2018,Acura,RLX,RLX
2018,Acura,RLX,RLX Hybrid
2018,Acura,TLX,TLX AWD
2018,Acura,TLX,TLX AWD A-SPEC
2018,Acura,TLX,TLX FWD
2018,Acura,TLX,TLX FWD A-SPEC
2018,Alfa Romeo,4C,4C
2018,Alfa Romeo,Giulia,Giulia
2018,Alfa Romeo,Giulia,Giulia AWD
2018,Alfa Romeo,Stelvio,Stelvio AWD
2018,Aston Martin,DB11,DB11 V12
2018,Aston Martin,DB11,DB11 V8
2018,Aston Martin,Rapide,Rapide S
2018,Aston Martin,Vanquish,Vanquish S Zagato
2018,Audi,A3,A3
2018,Audi,A3,A3 Cabriolet
2018,Audi,A3,A3 Cabriolet quattro
2018,Audi,A3,A3 e-tron
2018,Audi,A3,A3 quattro
2018,Audi,A4,A4 quattro
2018,Audi,A4,A4 Ultra
2018,Audi,A5,A5 Cabriolet quattro
2018,Audi,A5,A5 quattro
2018,Audi,A5,A5 Sportback quattro
2018,Audi,A6,A6
2018,Audi,A6,A6 quattro
2018,Audi,A7,A7 quattro
2018,Audi,A8,A8 L
2018,Audi,Allroad,allroad quattro
2018,Audi,Q3,Q3
2018,Audi,Q3,Q3 quattro
2018,Audi,Q5,Q5
2018,Audi,Q7,Q7
2018,Audi,R8,R8 AWD
2018,Audi,R8,R8 RWD
2018,Audi,R8,R8 Spyder AWD
2018,Audi,R8,R8 Spyder RWD
2018,Audi,RS 3,RS 3
2018,Audi,RS 5,RS 5
2018,Audi,RS 7,RS 7
2018,Audi,S3,S3
2018,Audi,S4,S4
2018,Audi,S5,S5
2018,Audi,S5,S5 Cabriolet
2018,Audi,S5,S5 Sportback
2018,Audi,S6,S6
2018,Audi,S7,S7
2018,Audi,S8,S8
2018,Audi,SQ5,SQ5
2018,Audi,TT Coupe,TT Coupe quattro
2018,Audi,TT Roadster,TT Roadster quattro
2018,Audi,TT RS,TT RS
2018,Audi,TTS Coupe,TTS Coupe
2018,Bentley,Bentayga,Bentayga
2018,Bentley,Continental GT Convertible,Continental GT Convertible
2018,Bentley,Continental Supersports Convertible,Continental Supersports Convertible
2018,Bentley,Flying Spur,Flying Spur
2018,Bentley,Mulsanne,Mulsanne
2018,BMW,2 Series,230i Convertible
2018,BMW,2 Series,230i Coupe
2018,BMW,2 Series,230i xDrive Convertible
2018,BMW,2 Series,230i xDrive Coupe
2018,BMW,2 Series,M240i Convertible
2018,BMW,2 Series,M240i Coupe
2018,BMW,2 Series,M240i xDrive Convertible
2018,BMW,2 Series,M240i xDrive Coupe
2018,BMW,3 Series,320i
2018,BMW,3 Series,320i xDrive
2018,BMW,3 Series,328d
2018,BMW,3 Series,328d xDrive
2018,BMW,3 Series,328d xDrive Sports Wagon
2018,BMW,3 Series,330e
2018,BMW,3 Series,330i
2018,BMW,3 Series,330i xDrive
2018,BMW,3 Series,330i xDrive Gran Turismo
2018,BMW,3 Series,330i xDrive Sports Wagon
2018,BMW,3 Series,340i
2018,BMW,3 Series,340i xDrive
2018,BMW,3 Series,340i xDrive Gran Turismo
2018,BMW,4 Series,430i Convertible
2018,BMW,4 Series,430i Coupe
2018,BMW,4 Series,430i Gran Coupe
2018,BMW,4 Series,430i xDrive Convertible
2018,BMW,4 Series,430i xDrive Coupe
2018,BMW,4 Series,430i xDrive Gran Coupe
2018,BMW,4 Series,440i Convertible
2018,BMW,4 Series,440i Coupe
2018,BMW,4 Series,440i Gran Coupe
2018,BMW,4 Series,440i xDrive Convertible
2018,BMW,4 Series,440i xDrive Coupe
2018,BMW,4 Series,440i xDrive Gran Coupe
2018,BMW,5 Series,530e
2018,BMW,5 Series,530e xDrive
2018,BMW,5 Series,530i
2018,BMW,5 Series,530i xDrive
2018,BMW,5 Series,540d xDrive
2018,BMW,5 Series,540i
2018,BMW,5 Series,540i xDrive
2018,BMW,6 Series,640i Convertible
